Date,Store_ID,City,Region,Drink_Category,Units_Sold,Revenue,Customer_Count,Latitude,Longitude
2020-02,S008,San Diego,West,Seasonal,133,812.22,158,32.7157,-117.1611
2020-02,S009,Dallas,South,Coffee,127,543.59,193,32.7767,-96.797
2020-02,S009,Dallas,South,Tea,61,191.37,152,32.7767,-96.797
2020-02,S009,Dallas,South,Frappuccino,104,430.2,131,32.7767,-96.797
2020-02,S009,Dallas,South,Refreshers,79,254.65,158,32.7767,-96.797
2020-02,S009,Dallas,South,Bakery,59,331.1,141,32.7767,-96.797
2020-02,S009,Dallas,South,Seasonal,162,1008.58,122,32.7767,-96.797
2020-02,S010,San Jose,West,Coffee,137,774.3,135,37.3382,-121.8863
2020-02,S010,San Jose,West,Tea,74,349.46,100,37.3382,-121.8863
2020-02,S010,San Jose,West,Frappuccino,118,611.9,120,37.3382,-121.8863
2020-02,S010,San Jose,West,Refreshers,101,353.01,95,37.3382,-121.8863
2020-02,S010,San Jose,West,Bakery,55,321.52,154,37.3382,-121.8863
2020-02,S010,San Jose,West,Seasonal,139,839.46,155,37.3382,-121.8863
2020-03,S001,New York,East,Coffee,203,708.2,138,40.7128,-74.006
2020-03,S001,New York,East,Tea,103,326.16,170,40.7128,-74.006
2020-03,S001,New York,East,Frappuccino,176,632.17,142,40.7128,-74.006
2020-03,S001,New York,East,Refreshers,158,707.65,161,40.7128,-74.006
2020-03,S001,New York,East,Bakery,92,390.91,169,40.7128,-74.006
2020-03,S001,New York,East,Seasonal,238,1322.43,150,40.7128,-74.006
2020-03,S002,Los Angeles,West,Coffee,197,927.5,175,34.0522,-118.2437
2020-03,S002,Los Angeles,West,Tea,104,386.09,110,34.0522,-118.2437
2020-03,S002,Los Angeles,West,Frappuccino,156,511.35,193,34.0522,-118.2437
2020-03,S002,Los Angeles,West,Refreshers,121,712.62,149,34.0522,-118.2437
2020-03,S002,Los Angeles,West,Bakery,91,329.7,84,34.0522,-118.2437
2020-03,S002,Los Angeles,West,Seasonal,217,1029.21,135,34.0522,-118.2437
2020-03,S003,Chicago,Midwest,Coffee,177,609.56,103,41.8781,-87.6298
2020-03,S003,Chicago,Midwest,Tea,106,432.19,157,41.8781,-87.6298
2020-03,S003,Chicago,Midwest,Frappuccino,172,632.38,156,41.8781,-87.6298
2020-03,S003,Chicago,Midwest,Refreshers,116,466.22,183,41.8781,-87.6298
2020-03,S003,Chicago,Midwest,Bakery,73,289.3,114,41.8781,-87.6298
2020-03,S003,Chicago,Midwest,Seasonal,221,677.74,109,41.8781,-87.6298
2020-03,S004,Houston,South,Coffee,120,767.32,148,29.7604,-95.3698
2020-03,S004,Houston,South,Tea,67,408.58,184,29.7604,-95.3698
2020-03,S004,Houston,South,Frappuccino,93,502.66,191,29.7604,-95.3698
2020-03,S004,Houston,South,Refreshers,59,273.01,128,29.7604,-95.3698
2020-03,S004,Houston,South,Bakery,49,197.22,85,29.7604,-95.3698
2020-03,S004,Houston,South,Seasonal,134,571.63,130,29.7604,-95.3698
2020-03,S005,Phoenix,West,Coffee,141,652.0,95,33.4484,-112.074
2020-03,S005,Phoenix,West,Tea,87,362.12,131,33.4484,-112.074
2020-03,S005,Phoenix,West,Frappuccino,114,559.17,114,33.4484,-112.074
2020-03,S005,Phoenix,West,Refreshers,93,450.63,160,33.4484,-112.074
2020-03,S005,Phoenix,West,Bakery,67,273.91,170,33.4484,-112.074
2020-03,S005,Phoenix,West,Seasonal,161,876.35,88,33.4484,-112.074
2020-03,S006,Philadelphia,East,Coffee,117,555.7,184,39.9526,-75.1652
2020-03,S006,Philadelphia,East,Tea,46,236.28,170,39.9526,-75.1652
2020-03,S006,Philadelphia,East,Frappuccino,82,337.66,155,39.9526,-75.1652
2020-03,S006,Philadelphia,East,Refreshers,56,335.94,174,39.9526,-75.1652
2020-03,S006,Philadelphia,East,Bakery,42,145.14,151,39.9526,-75.1652
2020-03,S006,Philadelphia,East,Seasonal,136,539.36,108,39.9526,-75.1652
2020-03,S007,San Antonio,South,Coffee,152,740.92,92,29.4241,-98.4936
2020-03,S007,San Antonio,South,Tea,90,562.72,80,29.4241,-98.4936
2020-03,S007,San Antonio,South,Frappuccino,123,621.78,164,29.4241,-98.4936
2020-03,S007,San Antonio,South,Refreshers,93,343.72,128,29.4241,-98.4936
2020-03,S007,San Antonio,South,Bakery,62,375.73,125,29.4241,-98.4936
2020-03,S007,San Antonio,South,Seasonal,162,571.07,96,29.4241,-98.4936
2020-03,S008,San Diego,West,Coffee,107,382.71,80,32.7157,-117.1611
2020-03,S008,San Diego,West,Tea,68,293.98,176,32.7157,-117.1611
2020-03,S008,San Diego,West,Frappuccino,111,571.54,197,32.7157,-117.1611
2020-03,S008,San Diego,West,Refreshers,66,289.85,126,32.7157,-117.1611
2020-03,S008,San Diego,West,Bakery,59,212.95,170,32.7157,-117.1611
2020-03,S008,San Diego,West,Seasonal,135,413.72,198,32.7157,-117.1611
2020-03,S009,Dallas,South,Coffee,139,581.96,171,32.7767,-96.797
2020-03,S009,Dallas,South,Tea,83,369.03,192,32.7767,-96.797
2020-03,S009,Dallas,South,Frappuccino,116,494.61,179,32.7767,-96.797
2020-03,S009,Dallas,South,Refreshers,86,519.37,167,32.7767,-96.797
2020-03,S009,Dallas,South,Bakery,48,168.19,121,32.7767,-96.797
2020-03,S009,Dallas,South,Seasonal,134,631.84,84,32.7767,-96.797
2020-03,S010,San Jose,West,Coffee,144,579.1,118,37.3382,-121.8863
2020-03,S010,San Jose,West,Tea,70,306.83,179,37.3382,-121.8863
2020-03,S010,San Jose,West,Frappuccino,135,592.43,181,37.3382,-121.8863
2020-03,S010,San Jose,West,Refreshers,79,275.39,99,37.3382,-121.8863
2020-03,S010,San Jose,West,Bakery,64,318.04,143,37.3382,-121.8863
2020-03,S010,San Jose,West,Seasonal,164,649.09,129,37.3382,-121.8863
2020-04,S001,New York,East,Coffee,202,1100.69,179,40.7128,-74.006
2020-04,S001,New York,East,Tea,137,474.23,96,40.7128,-74.006
2020-04,S001,New York,East,Frappuccino,196,935.94,101,40.7128,-74.006
2020-04,S001,New York,East,Refreshers,129,691.56,154,40.7128,-74.006
2020-04,S001,New York,East,Bakery,74,353.41,186,40.7128,-74.006
2020-04,S001,New York,East,Seasonal,240,1491.33,160,40.7128,-74.006
2020-04,S002,Los Angeles,West,Coffee,181,889.13,146,34.0522,-118.2437
2020-04,S002,Los Angeles,West,Tea,102,633.03,139,34.0522,-118.2437
2020-04,S002,Los Angeles,West,Frappuccino,170,746.51,127,34.0522,-118.2437
2020-04,S002,Los Angeles,West,Refreshers,121,464.37,156,34.0522,-118.2437
2020-04,S002,Los Angeles,West,Bakery,80,279.79,163,34.0522,-118.2437
2020-04,S002,Los Angeles,West,Seasonal,223,918.56,84,34.0522,-118.2437
2020-04,S003,Chicago,Midwest,Coffee,180,1127.72,188,41.8781,-87.6298
2020-04,S003,Chicago,Midwest,Tea,90,297.54,182,41.8781,-87.6298
2020-04,S003,Chicago,Midwest,Frappuccino,122,561.93,168,41.8781,-87.6298
2020-04,S003,Chicago,Midwest,Refreshers,112,546.16,188,41.8781,-87.6298
2020-04,S003,Chicago,Midwest,Bakery,95,594.05,126,41.8781,-87.6298
2020-04,S003,Chicago,Midwest,Seasonal,217,1222.91,188,41.8781,-87.6298
2020-04,S004,Houston,South,Coffee,112,398.98,118,29.7604,-95.3698
2020-04,S004,Houston,South,Tea,60,255.44,174,29.7604,-95.3698
2020-04,S004,Houston,South,Frappuccino,104,619.89,87,29.7604,-95.3698
2020-04,S004,Houston,South,Refreshers,71,424.79,159,29.7604,-95.3698
2020-04,S004,Houston,South,Bakery,55,326.27,167,29.7604,-95.3698
2020-04,S004,Houston,South,Seasonal,126,582.28,108,29.7604,-95.3698
2020-04,S005,Phoenix,West,Coffee,131,424.94,103,33.4484,-112.074
2020-04,S005,Phoenix,West,Tea,88,288.6,102,33.4484,-112.074
2020-04,S005,Phoenix,West,Frappuccino,104,616.75,187,33.4484,-112.074
2020-04,S005,Phoenix,West,Refreshers,77,477.98,124,33.4484,-112.074
2020-04,S005,Phoenix,West,Bakery,63,370.49,125,33.4484,-112.074
2020-04,S005,Phoenix,West,Seasonal,170,1042.83,127,33.4484,-112.074
2020-04,S006,Philadelphia,East,Coffee,107,588.65,106,39.9526,-75.1652
2020-04,S006,Philadelphia,East,Tea,62,315.16,171,39.9526,-75.1652
2020-04,S006,Philadelphia,East,Frappuccino,92,415.77,80,39.9526,-75.1652
2020-04,S006,Philadelphia,East,Refreshers,73,242.59,133,39.9526,-75.1652
2020-04,S006,Philadelphia,East,Bakery,39,140.83,148,39.9526,-75.1652
2020-04,S006,Philadelphia,East,Seasonal,125,426.49,185,39.9526,-75.1652
2020-04,S007,San Antonio,South,Coffee,133,534.39,89,29.4241,-98.4936
2020-04,S007,San Antonio,South,Tea,95,296.4,147,29.4241,-98.4936
2020-04,S007,San Antonio,South,Frappuccino,119,589.29,174,29.4241,-98.4936
2020-04,S007,San Antonio,South,Refreshers,101,650.27,87,29.4241,-98.4936
2020-04,S007,San Antonio,South,Bakery,69,237.38,142,29.4241,-98.4936
2020-04,S007,San Antonio,South,Seasonal,166,591.18,128,29.4241,-98.4936
2020-04,S008,San Diego,West,Coffee,112,707.65,163,32.7157,-117.1611
2020-04,S008,San Diego,West,Tea,63,359.11,187,32.7157,-117.1611
2020-04,S008,San Diego,West,Frappuccino,101,571.71,101,32.7157,-117.1611
2020-04,S008,San Diego,West,Refreshers,72,391.37,99,32.7157,-117.1611
2020-04,S008,San Diego,West,Bakery,40,166.36,114,32.7157,-117.1611
2020-04,S008,San Diego,West,Seasonal,148,641.07,159,32.7157,-117.1611
2020-04,S009,Dallas,South,Coffee,137,766.08,171,32.7767,-96.797
2020-04,S009,Dallas,South,Tea,80,375.97,179,32.7767,-96.797
2020-04,S009,Dallas,South,Frappuccino,111,593.06,117,32.7767,-96.797
2020-04,S009,Dallas,South,Refreshers,90,515.27,195,32.7767,-96.797
2020-04,S009,Dallas,South,Bakery,54,320.33,141,32.7767,-96.797
2020-04,S009,Dallas,South,Seasonal,138,479.41,83,32.7767,-96.797
2020-04,S010,San Jose,West,Coffee,132,722.31,86,37.3382,-121.8863
2020-04,S010,San Jose,West,Tea,81,298.26,137,37.3382,-121.8863
2020-04,S010,San Jose,West,Frappuccino,112,719.72,181,37.3382,-121.8863
2020-04,S010,San Jose,West,Refreshers,99,304.55,132,37.3382,-121.8863
2020-04,S010,San Jose,West,Bakery,62,322.62,179,37.3382,-121.8863
2020-04,S010,San Jose,West,Seasonal,175,541.82,117,37.3382,-121.8863
2020-05,S001,New York,East,Coffee,204,1245.09,108,40.7128,-74.006
2020-05,S001,New York,East,Tea,120,705.12,166,40.7128,-74.006
2020-05,S001,New York,East,Frappuccino,184,945.26,105,40.7128,-74.006
2020-05,S001,New York,East,Refreshers,123,601.11,134,40.7128,-74.006
2020-05,S001,New York,East,Bakery,89,446.69,124,40.7128,-74.006
2020-05,S001,New York,East,Seasonal,228,1347.32,119,40.7128,-74.006
2020-05,S002,Los Angeles,West,Coffee,179,812.86,157,34.0522,-118.2437
2020-05,S002,Los Angeles,West,Tea,127,631.39,131,34.0522,-118.2437
2020-05,S002,Los Angeles,West,Frappuccino,173,801.5,130,34.0522,-118.2437
2020-05,S002,Los Angeles,West,Refreshers,88,303.57,143,34.0522,-118.2437
2020-05,S002,Los Angeles,West,Bakery,85,286.34,187,34.0522,-118.2437
2020-05,S002,Los Angeles,West,Seasonal,238,1083.27,116,34.0522,-118.2437
2020-05,S003,Chicago,Midwest,Coffee,185,776.11,184,41.8781,-87.6298
2020-05,S003,Chicago,Midwest,Tea,98,411.05,139,41.8781,-87.6298
2020-05,S003,Chicago,Midwest,Frappuccino,152,875.73,140,41.8781,-87.6298
2020-05,S003,Chicago,Midwest,Refreshers,118,446.9,147,41.8781,-87.6298
2020-05,S003,Chicago,Midwest,Bakery,82,419.9,141,41.8781,-87.6298
2020-05,S003,Chicago,Midwest,Seasonal,210,922.62,111,41.8781,-87.6298
2020-05,S004,Houston,South,Coffee,114,677.33,196,29.7604,-95.3698
2020-05,S004,Houston,South,Tea,70,445.91,153,29.7604,-95.3698
2020-05,S004,Houston,South,Frappuccino,91,426.61,99,29.7604,-95.3698
2020-05,S004,Houston,South,Refreshers,57,362.04,100,29.7604,-95.3698
2020-05,S004,Houston,South,Bakery,40,129.56,162,29.7604,-95.3698
2020-05,S004,Houston,South,Seasonal,106,552.79,121,29.7604,-95.3698
2020-05,S005,Phoenix,West,Coffee,143,464.88,93,33.4484,-112.074
2020-05,S005,Phoenix,West,Tea,66,367.84,145,33.4484,-112.074
2020-05,S005,Phoenix,West,Frappuccino,107,606.95,144,33.4484,-112.074
2020-05,S005,Phoenix,West,Refreshers,78,453.85,163,33.4484,-112.074
2020-05,S005,Phoenix,West,Bakery,75,249.12,106,33.4484,-112.074
2020-05,S005,Phoenix,West,Seasonal,149,943.03,85,33.4484,-112.074
2020-05,S006,Philadelphia,East,Coffee,119,679.73,90,39.9526,-75.1652
2020-05,S006,Philadelphia,East,Tea,69,245.91,194,39.9526,-75.1652
2020-05,S006,Philadelphia,East,Frappuccino,104,367.58,122,39.9526,-75.1652
2020-05,S006,Philadelphia,East,Refreshers,80,416.61,187,39.9526,-75.1652
2020-05,S006,Philadelphia,East,Bakery,41,228.3,164,39.9526,-75.1652
2020-05,S006,Philadelphia,East,Seasonal,103,575.9,125,39.9526,-75.1652
2020-05,S007,San Antonio,South,Coffee,157,585.13,161,29.4241,-98.4936
2020-05,S007,San Antonio,South,Tea,78,245.63,191,29.4241,-98.4936
2020-05,S007,San Antonio,South,Frappuccino,139,843.83,144,29.4241,-98.4936
2020-05,S007,San Antonio,South,Refreshers,94,538.45,144,29.4241,-98.4936
2020-05,S007,San Antonio,South,Bakery,63,323.0,97,29.4241,-98.4936
2020-05,S007,San Antonio,South,Seasonal,183,740.07,121,29.4241,-98.4936
2020-05,S008,San Diego,West,Coffee,129,475.61,125,32.7157,-117.1611
2020-05,S008,San Diego,West,Tea,76,415.97,102,32.7157,-117.1611
2020-05,S008,San Diego,West,Frappuccino,107,340.7,129,32.7157,-117.1611
2020-05,S008,San Diego,West,Refreshers,73,309.29,151,32.7157,-117.1611
2020-05,S008,San Diego,West,Bakery,53,159.14,116,32.7157,-117.1611
2020-05,S008,San Diego,West,Seasonal,131,839.09,174,32.7157,-117.1611
2020-05,S009,Dallas,South,Coffee,118,576.41,184,32.7767,-96.797
2020-05,S009,Dallas,South,Tea,83,479.11,132,32.7767,-96.797
2020-05,S009,Dallas,South,Frappuccino,93,342.94,176,32.7767,-96.797
2020-05,S009,Dallas,South,Refreshers,79,364.91,108,32.7767,-96.797
2020-05,S009,Dallas,South,Bakery,56,328.41,195,32.7767,-96.797
2020-05,S009,Dallas,South,Seasonal,153,925.17,181,32.7767,-96.797
2020-05,S010,San Jose,West,Coffee,154,866.92,141,37.3382,-121.8863
2020-05,S010,San Jose,West,Tea,85,547.79,116,37.3382,-121.8863
2020-05,S010,San Jose,West,Frappuccino,138,669.85,184,37.3382,-121.8863
2020-05,S010,San Jose,West,Refreshers,94,495.23,107,37.3382,-121.8863
2020-05,S010,San Jose,West,Bakery,57,224.03,191,37.3382,-121.8863
2020-05,S010,San Jose,West,Seasonal,171,957.72,154,37.3382,-121.8863
2020-06,S001,New York,East,Coffee,213,1280.93,148,40.7128,-74.006
2020-06,S001,New York,East,Tea,117,613.64,97,40.7128,-74.006
2020-06,S001,New York,East,Frappuccino,160,989.09,187,40.7128,-74.006
2020-06,S001,New York,East,Refreshers,125,434.64,142,40.7128,-74.006
2020-06,S001,New York,East,Bakery,78,419.31,88,40.7128,-74.006
2020-06,S001,New York,East,Seasonal,245,1049.04,80,40.7128,-74.006
2020-06,S002,Los Angeles,West,Coffee,202,848.77,103,34.0522,-118.2437
2020-06,S002,Los Angeles,West,Tea,106,559.16,152,34.0522,-118.2437
2020-06,S002,Los Angeles,West,Frappuccino,195,792.72,104,34.0522,-118.2437
2020-06,S002,Los Angeles,West,Refreshers,121,753.8,176,34.0522,-118.2437
2020-06,S002,Los Angeles,West,Bakery,77,347.59,185,34.0522,-118.2437
2020-06,S002,Los Angeles,West,Seasonal,232,976.49,130,34.0522,-118.2437
2020-06,S003,Chicago,Midwest,Coffee,184,988.56,130,41.8781,-87.6298
2020-06,S003,Chicago,Midwest,Tea,106,324.95,96,41.8781,-87.6298
2020-06,S003,Chicago,Midwest,Frappuccino,136,698.38,164,41.8781,-87.6298
2020-06,S003,Chicago,Midwest,Refreshers,114,452.23,86,41.8781,-87.6298
2020-06,S003,Chicago,Midwest,Bakery,75,369.79,130,41.8781,-87.6298
2020-06,S003,Chicago,Midwest,Seasonal,204,965.1,137,41.8781,-87.6298
2020-06,S004,Houston,South,Coffee,111,484.19,107,29.7604,-95.3698
2020-06,S004,Houston,South,Tea,58,272.85,188,29.7604,-95.3698
2020-06,S004,Houston,South,Frappuccino,92,441.11,160,29.7604,-95.3698
2020-06,S004,Houston,South,Refreshers,70,427.2,184,29.7604,-95.3698
2020-06,S004,Houston,South,Bakery,49,196.88,85,29.7604,-95.3698
2020-06,S004,Houston,South,Seasonal,118,717.31,188,29.7604,-95.3698
2020-06,S005,Phoenix,West,Coffee,122,633.08,117,33.4484,-112.074
2020-06,S005,Phoenix,West,Tea,71,281.24,124,33.4484,-112.074
2020-06,S005,Phoenix,West,Frappuccino,93,310.8,149,33.4484,-112.074
2020-06,S005,Phoenix,West,Refreshers,83,396.04,164,33.4484,-112.074
2020-06,S005,Phoenix,West,Bakery,64,352.9,199,33.4484,-112.074
2020-06,S005,Phoenix,West,Seasonal,150,931.34,115,33.4484,-112.074
2020-06,S006,Philadelphia,East,Coffee,107,511.52,157,39.9526,-75.1652
2020-06,S006,Philadelphia,East,Tea,68,206.0,189,39.9526,-75.1652
2020-06,S006,Philadelphia,East,Frappuccino,87,551.32,106,39.9526,-75.1652
2020-06,S006,Philadelphia,East,Refreshers,60,229.63,190,39.9526,-75.1652
2020-06,S006,Philadelphia,East,Bakery,48,292.47,148,39.9526,-75.1652
2020-06,S006,Philadelphia,East,Seasonal,116,624.07,140,39.9526,-75.1652
2020-06,S007,San Antonio,South,Coffee,157,692.86,117,29.4241,-98.4936
2020-06,S007,San Antonio,South,Tea,97,470.46,139,29.4241,-98.4936
2020-06,S007,San Antonio,South,Frappuccino,130,647.24,110,29.4241,-98.4936
2020-06,S007,San Antonio,South,Refreshers,85,339.98,135,29.4241,-98.4936
2020-06,S007,San Antonio,South,Bakery,67,371.95,81,29.4241,-98.4936
2020-06,S007,San Antonio,South,Seasonal,182,850.66,178,29.4241,-98.4936
2020-06,S008,San Diego,West,Coffee,122,393.94,183,32.7157,-117.1611
2020-06,S008,San Diego,West,Tea,75,354.9,141,32.7157,-117.1611
2020-06,S008,San Diego,West,Frappuccino,106,652.26,157,32.7157,-117.1611
2020-06,S008,San Diego,West,Refreshers,72,338.05,126,32.7157,-117.1611
2020-06,S008,San Diego,West,Bakery,46,248.6,180,32.7157,-117.1611
2020-06,S008,San Diego,West,Seasonal,142,889.56,106,32.7157,-117.1611
